y1,y2
1.9227910777999997,0.35471269708155695
2.091220930180237,0.5957665409535714
2.248276735902692,0.8323273674205726
2.393402105823506,1.0632766677156371
2.526100976775453,1.287540060865232
2.6459308895271296,1.5040931321691053
2.752496820461789,1.7119638391838685
2.8454443058981913,1.9102353136744632
2.9244549482240783,2.0980468659974063
2.9892419708492244,2.274594089986267
3.0395481946840066,2.439128543060263
3.0751440353505015,2.5909566103545014
3.0958287593005442,2.729438030847008
3.1014305988633972,2.8539846524321315
3.091809636888997,2.9640588376345383
3.0668600807414963,3.0591724059878356
3.0265141482869606,3.1388857286584426
2.9707449669622323,3.2028073616873485
2.8995706266730608,3.250594072401754
2.813057288857125,3.2819513355931593
2.7113225648595924,3.2966342476534285
2.5945383667063324,3.2944488529699387
2.4629332660910275,3.2752536580220273
2.31679470568655,3.238961513759667
2.156470421276803,3.185541457451003
1.9823696581595993,3.115020687055868
1.7949638389539393,3.0274865103002737
1.5947867337834913,2.9230880282032543
1.3824343628514135,2.80203785312999
1.1585643027726673,2.664613371829554
0.9238947757331436,2.511157882561867
0.6792032299791357,2.3420813796975315
0.4253246447092532,2.1578609313480985
0.1631494556164329,1.9590408758420603
-0.1063788699618623,1.7462324316315487
-0.3822665119569064,1.5201132032591491
-0.6634724091188904,1.2814260542117388
-0.9489114822034863,1.030977892838952
-1.2374584113072988,0.7696378095630682
-1.5279513344292064,0.4983351849586271
-1.819196251729164,0.21805707943052452
-2.1099711665422825,-0.07015428013134829
-2.3990310123696634,-0.36520483485126265
-2.685112302961846,-0.6659518360589727
-2.9669383125129825,-0.9712077426144862
-3.243224469057814,-1.279744166347951
-3.5126833741946526,-1.5902959680675293
-3.774031234555596,-1.9015663643916818
-4.02599258905616,-2.2122309345533124
-4.2673070204699055,-2.5209434455862247
-4.496735022810934,-2.8263409135294877
-4.7130632769703755,-3.1270485098673837
-4.91511228401296,-3.4216865729323542
-5.101741477690239,-3.7088754080954893
-5.271855217309866,-3.987241161283962
-5.424410825324377,-4.255423645860419
-5.558423276747733,-4.51208102661476
-5.672971431132066,-4.75589620355752
-5.767206455400356,-4.985585369751835
-5.840356229516173,-5.199902571565837
-5.89173198076269,-5.39764668640415
-5.920736300250681,-5.577669670970824
-5.926868208138747,-5.738881835995494
-5.909729843545375,-5.880258731171913
-5.869034925697079,-6.000849600166439
-5.8046138836121575,-6.099782441335746
-5.7164220526340515,-6.176271743048741
-5.604548207598002,-6.229626260797319
-5.469220932822384,-6.259254477020681
-5.310819442207234,-6.264673393811578
-5.129882100704517,-6.245515185270693
-4.927116196792883,-6.201534149436052
-4.703411265104072,-6.13261598698295
-4.459848640026088,-6.038784090758503
-4.197715955798716,-5.920208902931696
-3.9185201112674632,-5.777216427403973
-3.6239987294784823,-5.6102962949447495
-3.3161336877377305,-5.420112245113838
-2.9971574468369035,-5.20750968390034
-2.6695563213459654,-4.973525726340054
-2.3360661908206017,-4.719396638964077
-1.99965096856751,-4.446564148880579
-1.6634727346702771,-4.156680579121162
-1.3308333942623638,-3.8516075768680618
-1.0050993449540357,-3.533413406949016
-0.6896056526289285,-3.2043602492728143
-0.3875320941443984,-2.8668856657076396
-0.10178760934263577,-2.5235753461107895
0.1651222259535513,-2.177124747613894
0.4111892053071815,-1.8302956314486531
0.6349795946400084,-1.4858622205778287
0.8356541311073931,-1.146556753742949
1.012951934575249,-0.8150107682248066
1.1671228979381383,-0.4937015910374833
1.2988369170321892,-0.18490184146951463
1.4090693611444003,0.1093615250136771
1.498991958442378,0.3873385941309749
1.5698682003701778,0.6475773977132715
1.6229718054506053,0.8889318395908554
1.6595242879470111,1.1105594902432783
1.6806548663746863,1.3119073401330252
1.687378876751586,1.4926893809601218
1.6805918219267197,1.6528556851575504
1.6610727774631386,1.7925575463142094
1.6294961381565134,1.9121098058504455
1.5864469892828237,2.0119529937948375
1.5324377279006731,2.092618522008204
1.4679252688089925,2.154697437660982
1.393327092467331,2.1988143615331928
1.3090355919659513,2.225607198496653
1.2154305605665874,2.2357124117084304
1.112889787075104,2.229755448647443
1.0017977302415657,2.208345665626932
0.882552436013168,2.172074927170117
0.7555708755567048,2.1215189334447455
0.6212929840487029,2.057240519742549
0.4801845315472379,1.9797942242332438
0.33273897414440035,1.8897314572227708
0.1794784818351463,1.7876057709940933
0.020954309580751757,1.6739780344716249
-0.14225345505965373,1.5494211497874213
-0.3095366357405274,1.4145240580237914
-0.48026009523724195,1.2698951825244065
-0.6537632538697568,1.1161651434629616
-0.829361904644929,0.9539886399632809
-1.0063502664830923,0.7840457684541862
-1.1840033272634478,0.6070426709482387
-1.3615793450528173,0.42371150384220196
-1.5383225331013866,0.23481002747807952
-1.7134659864806387,0.04112057008776752
-1.8862346076057857,-0.15655132471735522
-2.0558483615717713,-0.35737868370582965
-2.2215254330607737,-0.5605152015220368
-2.38248570236998,-0.7650976228077484
-2.5379540943449515,-0.9702483905691709
-2.6871642453368647,-1.175078534776838
-2.829361922591495,-1.3786906749141776
-2.963808945299853,-1.580182421361062
-3.089786457882434,-1.7786494592069197
-3.2065992050726773,-1.9731895641726742
-3.313578640755677,-2.1629056563435647
-3.4100870443365423,-2.346909961096866
-3.4955212925714934,-2.5243278373049685
-3.569315873135132,-2.694301016441682
-3.6309474511619273,-2.855992510535822
-3.6799378416798025,-3.008589882715269
-3.7158572305850583,-3.1513089431625474
-3.7383285006763223,-3.283398726257877
-3.7470297900225047,-3.404144543501115
-3.741697554291719,-3.512871759724405
-3.7221305328607595,-3.6089507104056295
-3.6881918141979657,-3.6917994186644885
-3.6398116586261464,-3.760887425304704
-3.5769907703060633,-3.8157402401006872
-3.4998018625210223,-3.8559417578854607
-3.40839207424165,-3.8811380634049466
-3.3029852287347827,-3.8910410318872377
-3.1838827615790883,-3.8854304633970016
-3.0514653607117346,-3.8641576370158495
-2.9061939196451814,-3.8271477928527684
-2.7486094410016664,-3.774401965461918
-2.5793332693650384,-3.7059998143015274
-2.399066329807205,-3.6221009062935297
-2.2085871729262143,-3.5229459937101844
-2.008750096548473,-3.4088585622768846
-1.8004817823113128,-3.280244773049366
-1.5847762691741336,-3.137593682635302
-1.3626903971277142,-2.9814769674811945
-1.1353363236554215,-2.8125471243538542
-0.9038729251564395,-2.6315359541086663
-0.6694978079931545,-2.4392519454423858
-0.43343459549706825,-2.236575995382901
-0.19692226104497929,-2.0244578621538887
0.03879702842195693,-1.8039103410340467
0.2724935083753644,-1.5760023461974773
0.5029605082970938,-1.3418530156026762
0.7290283211289702,-1.1026225123469333
0.9495771099796149,-0.8595034227700721
1.1635449979667516,-0.6137123233045124
1.3699383484345318,-0.3664784151479448
1.5678369361213722,-0.11903514891092841
1.7563965265834505,0.127389973830451
1.9348510146548903,0.3715857744616337
2.102509817142686,0.6123643724459948
