y1,y2
1.9217608935596118,-1.6248806076469402
2.090256173724681,-1.4457041829397443
2.247381275089067,-1.261579125706651
2.392578724530613,-1.0734057873100717
2.5253524929706135,-0.8821008583057569
2.6452598788264314,-0.6885919455618934
2.7519053784251497,-0.4938127795582506
2.844934534853413,-0.29869917533434454
2.9240285593405386,-0.10418416928453475
2.9889006479082125,0.0888053783512394
3.039293215607715,0.2793531897948081
3.074977005806684,0.4665567778716285
3.095750401305847,0.6495310077385666
3.1014420757633125,0.8274114492604816
3.09191152978848,0.9993571398786906
3.067053093089789,1.1645536818787339
3.026798383234802,1.3222157412660183
2.971120588920304,1.471589679444402
2.9000373029886046,1.6119557952883072
2.8136145299481705,1.7426305790922945
2.7119695080453385,1.8629687369898078
2.5952738035673355,1.9723651219382745
2.463755715122408,2.070256597752778
2.317702245434679,2.1561237356684515
2.1574608414693692,2.229492555354758
1.9834403436285013,2.2899361043774134
1.796111808024033,2.33707607345114
1.5960086561648714,2.370584362101021
1.383726508851709,2.3901845529420434
1.159922618148098,2.395653475541731
0.9253148139628862,2.386822538082372
0.6806802307962775,2.3635792187875366
0.4268534839449578,2.325868225743752
0.16472471310246095,2.2736928168676163
-0.10476294262029102,2.207115712568299
-0.3806159363464621,2.1262601534882006
-0.6617934816799628,2.0313104431500686
-0.9472107642233882,1.922512677341789
-1.2357426530141644,1.8001747991162411
-1.526227556489942,1.664666914950557
-1.8174715572946176,1.5164208107572423
-2.108252932768097,1.3559297363155844
-2.397326595864162,1.1837474016361296
-2.683429299836395,1.0004870884602002
-2.965284252203964,0.8068202105046239
-3.2416069893839596,0.6034746087551562
-3.5111101462432805,0.3912327620192876
-3.7725097472218843,0.17092922944859856
-4.0245304456121564,-0.05655156943567231
-4.2659116110951825,-0.2902785094307349
-4.495413547552421,-0.5292767646897586
-4.711822910975615,-0.7725311029636881
-4.913959933257834,-1.0189900440495008
-5.10068356556601,-1.2675691534335602
-5.270898335847246,-1.5171557631326622
-5.423561019326373,-1.7666134196133667
-5.557685746949402,-2.014785872292796
-5.672351910629047,-2.260503064936446
-5.7667097575595205,-2.502585430871248
-5.839986213544595,-2.7398489508930823
-5.891492921139117,-2.9711117528905695
-5.92063143748684,-3.1951985717785787
-5.926899759406485,-3.4109466578764884
-5.909900417707298,-3.617212691811701
-5.869345619152612,-3.812877406048299
-5.805065153770118,-3.996852500238904
-5.7170142766730425,-4.168087198101508
-5.6052798832401,-4.325573447566043
-5.470090626598288,-4.4683537697996565
-5.311824563049742,-4.595526950627918
-5.1310184049265155,-4.706254553343028
-4.928379715013029,-4.799768875616844
-4.704795639680371,-4.8753783634118335
-4.461346967802165,-4.932475812205476
-4.199320339212263,-4.9705452639641745
-3.920220301441814,-4.98916883858241
-3.6257843544270765,-4.9880353819567
-3.317992028405646,-4.9669467326252885
-2.9990742553559406,-4.925826375792456
-2.6715168904114326,-4.864726374395694
-2.338052533243795,-4.783834368283848
-2.001645889123113,-4.683480593845482
-1.665456782241759,-4.564142148876936
-1.3327857628797153,-4.426447667446317
-1.0070024916458338,-4.271177614141296
-0.6914370027109142,-4.099262789769704
-0.38927630292965787,-3.9117793227253697
